id,module,question,A,B,C,D,E,F,answer,explanation
PDF-M6-Q005,Module 6: Reports & Notifications,Reports can be created from which places?,List column heading and View Run module,Metrics module only,Statistics module only,View Run only,, ,A,Reports can be created from list headers and View Run.
PDF-M5-Q006,Module 5: Knowledge Management,Knowledge Base search results can be sorted by which options?,Popularity Relevancy Views,Relevancy Assignment Views,Most recent Popularity Views,Assignment only,, ,C,Search results can be sorted by most recent popularity and views.
PDF-M7-Q007,Module 7: Service Catalog,What path shows fulfillment tasks for an order?,RITM to REQ to Procurement,REQ to RITM to Procurement,REQ to RITM to TASK,FULFILLMENT to TASK,, ,C,Fulfillment tasks follow REQ to RITM to TASK.
PDF-M1-Q008,Module 1: Platform Overview,Which term refers to modules accessed frequently?,Breadcrumb,Favorite,Tag,Bookmark,, ,B,Favorites provide quick access.
PDF-M7-Q009,Module 7: Service Catalog,What is generated when a user places a catalog order?,Change Request,Order Guide,Request,SLA,, ,C,A Request (REQ) is generated.
PDF-M2-Q010,Module 2: User Administration,Which actions are available from the User menu?,Logout Elevate Impersonate,Send Notifications Approvals,Order Catalog only,Approve Records only,, ,A,User menu supports logout elevate roles and impersonation.
PDF-M3-Q011,Module 3: Configure Applications for Business,Buttons links and context menu items are examples of?,Business Rules,UI Actions,Client Scripts,UI Policies,, ,B,UI Actions add buttons links and menu items.
PDF-M7-Q012,Module 7: Service Catalog,Which statement about catalog items is true?,They run behind the scenes,They are building blocks,They are optional,They provide options,, ,B,Catalog items are the building blocks.
PDF-M2-Q013,Module 2: User Administration,What is the platform name for the User table?,u_users,sys_users,x_users,sys_user,, ,D,User table name is sys_user.
PDF-M7-Q014,Module 7: Service Catalog,What does a REQ number represent?,Order number,Stage,Task,Individual item,, ,A,REQ represents the order.
PDF-M1-Q015,Module 1: Platform Overview,Which item does NOT appear in History?,Records,UI Pages,Lists,Forms,, ,B,UI Pages do not appear in history.
PDF-M8-Q016,Module 8: Update Sets,Which Update Set practice is recommended?,Avoid Default Update Set,Use Baseline Update Set,Reuse completed update sets,Reopen completed sets,, ,A,Default Update Set should not be used.
PDF-M7-Q017,Module 7: Service Catalog,What should admins know about catalog variables?,Only used in record producers,Only used in order guides,Cannot affect price,Global by default,, ,D,Variables are global by default.
PDF-M6-Q018,Module 6: Reports & Notifications,What initiates a Flow?,Trigger,Action,Spoke,Event,, ,A,Flows are initiated by triggers.
PDF-M3-Q019,Module 3: Configure Applications for Business,What does the column context menu display?,Filtering options,List-level actions,List configuration export quick reports,Record actions,, ,C,Column context menus allow quick reports and exports.
PDF-M4-Q020,Module 4: Database & Tables,Which products populate CMDB?,Discovery IntegrationHub ETL,Finder CMDB Plugin,Discovery CMDB Plugin,CMDB Dashboard,, ,C,Discovery and CMDB Plugin populate CMDB.
PDF-M1-Q001,Module 1: Platform Overview,Which term refers to application menus and modules you may want to access quickly and often?,Breadcrumb,Favorite,Tag,Bookmark,, ,B,Favorites provide quick access to frequently used applications and modules.
PDF-M1-Q002,Module 1: Platform Overview,Which interface is the primary way to interact with applications and data in ServiceNow?,Service Portal,Now Mobile,Now Platform UI,Agent Workspace,, ,C,The Now Platform UI is the main interface for interacting with applications and data.
PDF-M1-Q003,Module 1: Platform Overview,What is the quickest way to navigate back to a recently viewed record?,Expand all applications,Impersonate the user,Navigate to the list,Select the record from the History tab,, ,D,The History tab shows recently accessed records.
PDF-M1-Q004,Module 1: Platform Overview,What icon marks an application or module as a favorite?,Gear,Triangle,Star,Circle,, ,C,The star icon is used to mark favorites.
PDF-M1-Q005,Module 1: Platform Overview,Which element contains applications and modules in the UI?,Banner Frame,Application Navigator,Content Frame,User Menu,, ,B,The Application Navigator contains applications and modules.
PDF-M1-Q006,Module 1: Platform Overview,What does the History menu display by default?,Last 10 entries,Last 30 entries,Last 50 entries,Last 100 entries,, ,C,The History menu shows the past 50 entries by default.
PDF-M1-Q007,Module 1: Platform Overview,What is the name of the application navigator search box?,Type filter text,Navigation filter,Favorites filter,Modules filter,, ,A,The search box is labeled Type filter text.
PDF-M1-Q008,Module 1: Platform Overview,What cloud computing model best describes the Now Platform?,Infrastructure as a Service,Platform as a Service,Application Platform as a Service,Software as a Service,, ,C,ServiceNow is an application platform as a service (aPaaS).
PDF-M1-Q009,Module 1: Platform Overview,Which feature lets you see who is online in the instance?,Profile Monitor,User Status,User Presence,Live Feed,, ,C,User Presence indicates which users are online.
PDF-M1-Q010,Module 1: Platform Overview,Which icon allows users to always return to the Home page?,Gear,Magnifying Glass,Logo,Star,, ,C,Clicking the ServiceNow logo returns users to Home.
PDF-M1-Q011,Module 1: Platform Overview,Which item does NOT appear in the History tab?,Dashboards,Forms,UI Pages,Records,, ,C,UI Pages do not appear in the History tab.
PDF-M1-Q012,Module 1: Platform Overview,Which navigation element displays global search?,Application Navigator,Banner Frame,Content Frame,List Pane,, ,B,Global search is located in the Banner Frame.
PDF-M1-Q013,Module 1: Platform Overview,What are the three main elements of the ServiceNow user interface?,Banner Frame Application Navigator Content Frame,Application Frame Lists Forms,Navigator Content Banner,Header Sidebar Footer,, ,A,The UI consists of Banner Frame Application Navigator and Content Frame.
PDF-M1-Q014,Module 1: Platform Overview,Which interface is designed primarily for end users?,Agent Workspace,Now Platform UI,Service Portal,Studio,, ,C,The Service Portal is designed for end users.
PDF-M1-Q015,Module 1: Platform Overview,What does the funnel icon represent?,Search,Filter,Sort,Group,, ,B,The funnel icon is used to filter records.
PDF-M2-Q001,Module 2: User Administration,Where are user records stored in ServiceNow?,user,sys_user,user_table,sys_users,, ,B,User records are stored in the sys_user table.
PDF-M2-Q002,Module 2: User Administration,Where are group records stored in ServiceNow?,sn_user_group,sys_user_group,u_sys_group,s_sys_group,, ,B,Groups are stored in the sys_user_group table.
PDF-M2-Q003,Module 2: User Administration,What is a role in ServiceNow?,A job title,A collection of permissions,A group of users,A workflow,, ,B,A role is a collection of permissions.
PDF-M2-Q004,Module 2: User Administration,What is the recommended best practice for assigning roles?,Assign roles directly to users,Assign roles using client scripts,Add users to groups and assign roles to groups,Assign roles through workflows,, ,C,Best practice is assigning roles to groups.
PDF-M2-Q005,Module 2: User Administration,What happens when a role is assigned to a group?,Only the group manager receives the role,Only new members receive the role,All group members inherit the role,The role must be approved manually,, ,C,All members of the group inherit the role.
PDF-M2-Q006,Module 2: User Administration,Which role has access to almost all platform features?,itil,approver_user,admin,security_admin,, ,C,The admin role provides broad access.
PDF-M2-Q007,Module 2: User Administration,Which role is required to create or modify Access Control rules?,admin,itil,security_admin,acl_admin,, ,C,ACL creation requires the security_admin role.
PDF-M2-Q008,Module 2: User Administration,What is the primary purpose of user impersonation?,Reset passwords,Test access and visibility,Assign roles automatically,Modify ACLs,, ,B,Impersonation is used for testing and troubleshooting.
PDF-M2-Q009,Module 2: User Administration,Where do you access the Impersonate User option?,Application Navigator,Content Frame,User Menu,System Properties,, ,C,Impersonation is accessed from the User Menu.
PDF-M2-Q010,Module 2: User Administration,Which system property enables logging of impersonation events?,glide.user_setting,glide.sys.admin_login,glide.sys.log_impersonation,glide.impersonation_setting,, ,C,This property logs impersonation activity.
PDF-M2-Q011,Module 2: User Administration,What should you do to return to your own account after impersonation?,Clear browser cache,Log out and back in,End Impersonation,Change roles,, ,C,End Impersonation returns you to your account.
PDF-M2-Q013,Module 2: User Administration,What is a group defined as in ServiceNow?,A collection of permissions,A department,A collection of users,A workflow queue,, ,C,A group is a collection of users.
PDF-M2-Q014,Module 2: User Administration,Which role allows a user to authorize requests without additional permissions?,reviewer_user,authorize_user,approver_user,approval_group,, ,C,approver_user allows approving requests only.
PDF-M2-Q015,Module 2: User Administration,What menu option allows users to elevate roles temporarily?,User Preferences,System Settings,Elevate Roles,Role Assignment,, ,C,Elevate Roles allows temporary privilege elevation.
PDF-M3-Q001,Module 3: Configure Applications for Business,What does a list view control?,Which records are returned,Which fields are displayed and their order,Field-level security,Table relationships,, ,B,List views control the columns shown and their order.
PDF-M3-Q002,Module 3: Configure Applications for Business,Which feature allows users to edit field values directly from a list?,Form Designer,Data Editor,List Editor,UI Policy,, ,C,List Editor allows inline editing without opening the form.
PDF-M3-Q003,Module 3: Configure Applications for Business,What are filter conditions also known as?,Column headings,Breadcrumbs,Title bars,Labels,, ,B,Filter conditions appear as breadcrumbs.
PDF-M3-Q004,Module 3: Configure Applications for Business,Which icon is used to apply filters to a list?,Star,Magnifying glass,Funnel,Gear,, ,C,The funnel icon is used to filter lists.
PDF-M3-Q005,Module 3: Configure Applications for Business,Which tool is used to populate commonly used fields on a form?,Reference Qualifier,Template,Formatter,Assignment Rule,, ,B,Templates populate predefined field values.
PDF-M3-Q006,Module 3: Configure Applications for Business,Which feature allows saving a list filter for later use?,Views,Tags,Favorites,Breadcrumbs,, ,C,Filters can be saved as favorites.
PDF-M3-Q007,Module 3: Configure Applications for Business,Which context menu provides export options for a list?,Record context menu,List title menu,Column context menu,Form context menu,, ,B,Export options are available from the list title menu.
PDF-M3-Q008,Module 3: Configure Applications for Business,What does dot-walking allow an administrator to do?,Trigger workflows,Access related table fields,Modify ACLs,Run scripts,, ,B,Dot-walking accesses fields on related tables.
PDF-M3-Q009,Module 3: Configure Applications for Business,Which list menu displays actions like quick reports and export?,Record context menu,Value context menu,List context menu,Column context menu,, ,C,List context menu provides list-level actions.
PDF-M3-Q010,Module 3: Configure Applications for Business,Which role allows a user to personalize list layouts?,itil,configure_list,personalize_list,admin,, ,C,personalize_list allows user-specific list changes.
PDF-M3-Q011,Module 3: Configure Applications for Business,What does the List Editor NOT allow you to do?,Edit a field inline,Update multiple records,Modify ACLs,Save changes,, ,C,ACLs cannot be modified via List Editor.
PDF-M3-Q012,Module 3: Configure Applications for Business,Which menu appears when you right-click a column header?,Record context menu,List title menu,Column context menu,Field context menu,, ,C,Right-clicking a column header opens the column context menu.
PDF-M3-Q013,Module 3: Configure Applications for Business,What allows filtering list data using normal words?,Predictive Intelligence,Artificial Intelligence Query,Natural Language Query,Context Finder,, ,C,Natural Language Query allows human-language filtering.
PDF-M3-Q014,Module 3: Configure Applications for Business,What does the List Title menu allow you to do?,Edit field values,View record history,Export and refresh lists,Change table schema,, ,C,List Title menu allows exporting and refreshing lists.
PDF-M3-Q015,Module 3: Configure Applications for Business,Which feature indicates that a list has been personalized?,Green dot near gear,Yellow dot near gear,Red star icon,Blue badge,, ,B,A yellow dot appears near the gear icon.
PDF-M4-Q001,Module 4: Database & Tables,What uniquely identifies every record in ServiceNow?,Number,Name,sys_id,Display value,, ,C,Each record has a unique 32-character sys_id.
PDF-M4-Q002,Module 4: Database & Tables,What type of database does ServiceNow use?,Flat file,Object-oriented,Relational,NoSQL,, ,C,ServiceNow is built on a relational database model.
PDF-M4-Q003,Module 4: Database & Tables,What happens when a table extends another table?,Parent inherits child fields,Child inherits parent fields,Tables are merged,Fields are duplicated,, ,B,Extended tables inherit fields from the parent table.
PDF-M4-Q004,Module 4: Database & Tables,Which table stores definitions of tables and fields?,sys_db_object,sys_dictionary,sys_metadata,sys_table,, ,B,The System Dictionary stores table and field definitions.
PDF-M4-Q005,Module 4: Database & Tables,Which field type references records from another table?,String,Choice,Integer,Reference,, ,D,Reference fields point to records on another table.
PDF-M4-Q006,Module 4: Database & Tables,Which base table is extended by Incident and Problem?,task,cmdb_ci,request,issue,, ,A,Task is the base table for many task-based records.
PDF-M4-Q007,Module 4: Database & Tables,What does a schema map display?,Form layouts,Table relationships,Workflows,ACLs,, ,B,Schema maps visually display table relationships.
PDF-M4-Q008,Module 4: Database & Tables,What is an Import Set table?,Final destination table,Temporary staging table,Update Set table,Dictionary table,, ,B,Import Set tables temporarily store imported data.
PDF-M4-Q009,Module 4: Database & Tables,During which step is data written to the target table during an import?,Load Data,Create Transform Map,Run Transform,Schedule Transform,, ,C,Data is written when the transform is run.
PDF-M4-Q010,Module 4: Database & Tables,Which field is used to match existing records during an import?,Reference field,Display value,Coalesce field,sys_created_on,, ,C,Coalesce fields identify existing records.
PDF-M4-Q011,Module 4: Database & Tables,What is the correct order for filter conditions?,Operator Field Value,Field Operator Value,Value Field Operator,Condition Operator Value,, ,B,Filters are built using Field Operator Value.
PDF-M4-Q012,Module 4: Database & Tables,Which table stores relationships between configuration items?,cmdb_ci,cmdb,cmdb_rel_ci,cmdb_svc_rel,, ,C,cmdb_rel_ci stores CI relationships.
PDF-M4-Q013,Module 4: Database & Tables,What does dot-walking allow you to access?,Script Includes,Related table fields,ACL rules,UI policies,, ,B,Dot-walking accesses fields on referenced tables.
PDF-M4-Q014,Module 4: Database & Tables,Which module allows viewing all columns for a table?,Schema Map,Tables & Columns,Dictionary Dashboard,Database Views,, ,B,Tables & Columns shows all fields for a table.
PDF-M4-Q015,Module 4: Database & Tables,What is a Dictionary Override?,A script override,A UI override,Field property change on extended table,A workflow override,, ,C,Dictionary Overrides modify field attributes on extended tables.
PDF-M5-Q001,Module 5: Knowledge Management,What state must a knowledge article be in to be visible to users?,Draft,Review,Published,Retired,, ,C,Only published knowledge articles are visible to users.
PDF-M5-Q002,Module 5: Knowledge Management,What controls who can read a knowledge article?,UI Policies,Client Scripts,Roles or User Criteria,Business Rules,, ,C,Access to knowledge articles is controlled by roles or user criteria.
PDF-M5-Q003,Module 5: Knowledge Management,Which tab on the knowledge base record defines who can read articles?,Can Author,Can Read,Can Contribute,Read Only,, ,B,The Can Read tab defines who can view articles.
PDF-M5-Q004,Module 5: Knowledge Management,Which tab on the knowledge base record defines who can write articles?,Can Read,Can Author,Can Contribute,Read Only,, ,B,The Can Author tab controls who can create articles.
PDF-M5-Q005,Module 5: Knowledge Management,Which role can manage multiple knowledge bases?,knowledge_user,kb_user,knowledge_admin,sn_kb_admin,, ,D,sn_kb_admin manages multiple knowledge bases.
PDF-M5-Q006,Module 5: Knowledge Management,What is the best way to share a knowledge article with another user?,Email text,Screenshot,Copy and paste,A permalink,, ,D,Permalinks ensure consistent access.
PDF-M5-Q007,Module 5: Knowledge Management,What feature allows users to indicate whether an article was helpful?,Comments,Flagging,Star rating,Helpfulness rating,, ,D,Helpfulness ratings track article usefulness.
PDF-M5-Q008,Module 5: Knowledge Management,What feature allows users to suggest improvements to a knowledge article?,Edit article,Flag article,Submit change request,Open incident,, ,B,Flagging suggests revisions to knowledge managers.
PDF-M5-Q009,Module 5: Knowledge Management,Which editor supports rich formatting when authoring articles?,HTML Editor,Wiki Editor,Java Editor,Plain Text Editor,, ,B,The Wiki editor supports rich formatting.
PDF-M5-Q010,Module 5: Knowledge Management,Which workflow controls publishing and retirement of knowledge articles?,Approval Policies,Workflow Designer,Workflows,State Lifecycle,, ,C,Workflows control publishing and retiring articles.
PDF-M5-Q011,Module 5: Knowledge Management,What setting allows users to view a knowledge article even if not logged in?,ESS role,Public setting,Allow All role,View All setting,, ,B,Public setting allows unauthenticated access.
PDF-M5-Q012,Module 5: Knowledge Management,Where do users navigate to access available knowledge bases?,Knowledge > All,Self Service > Knowledge,Knowledge > Knowledge Bases,Knowledge > Overview,, ,B,End users access knowledge via Self Service > Knowledge.
PDF-M5-Q013,Module 5: Knowledge Management,Which feature shows articles with the highest percentage of helpful ratings?,Featured,Most Helpful,Most Viewed,Most Useful,, ,B,Most Helpful shows top-rated articles.
PDF-M5-Q014,Module 5: Knowledge Management,What are reusable pieces of content added to knowledge articles called?,Data Chunks,Knowledge Blocks,Content Snippets,Reusable Fields,, ,B,Knowledge Blocks are reusable content pieces.
PDF-M5-Q015,Module 5: Knowledge Management,Which method is NOT used to populate knowledge articles?,Email integration,Manual creation,Import Word documents,Import Excel sheets,, ,D,Excel import is not used for knowledge articles.
PDF-M6-Q001,Module 6: Reports & Notifications,What is a metric used for in ServiceNow reporting?,Displaying real-time dashboards,Measuring effectiveness of ITSM processes,Tracking user activity logs,Triggering notifications,, ,B,Metrics measure and evaluate the effectiveness of IT service management processes.
PDF-M6-Q002,Module 6: Reports & Notifications,Where do you recommend an analyst start when creating reports?,Report Dashboard > Create New,Reports > Getting Started,Performance Analytics > Reports,Self-Service > Reports,, ,B,Reports > Getting Started provides guidance for building reports.
PDF-M6-Q003,Module 6: Reports & Notifications,What is a key difference between Reporting and Performance Analytics?,Reporting stores snapshots over time,Performance Analytics stores snapshots over time,Reporting shows trends,Performance Analytics cannot trend,, ,B,Performance Analytics captures data snapshots over time.
PDF-M6-Q004,Module 6: Reports & Notifications,Which module is used to create email notifications?,System Properties > Email > Settings,System Notification > Email > Notifications,User Preferences > Email,Administration > Notification Overview,, ,B,Email notifications are created under System Notification > Email > Notifications.
PDF-M6-Q005,Module 6: Reports & Notifications,What triggers an email notification?,UI Policies,Record conditions and events,ACL changes,Client Scripts,, ,B,Notifications trigger based on record conditions and events.
PDF-M6-Q006,Module 6: Reports & Notifications,Which tab defines when a notification is sent?,Who will receive,When to send,What it will contain,Which template,, ,B,When to send controls timing and conditions.
PDF-M6-Q007,Module 6: Reports & Notifications,Which tab defines notification recipients?,When to send,What it will contain,Who will receive,Which template,, ,C,Recipients are configured under Who will receive.
PDF-M6-Q008,Module 6: Reports & Notifications,Which tab defines the notification subject and message body?,Who will receive,When to send,What it will contain,Which template,, ,C,Message content is defined under What it will contain.
PDF-M6-Q009,Module 6: Reports & Notifications,Where can administrators verify that a notification email was sent?,System Logs > Emails,System Mailboxes > Outbox,Notification History,System Logs > Events,, ,B,Outbound emails are logged in System Mailboxes > Outbox.
PDF-M6-Q010,Module 6: Reports & Notifications,Which report type is best for showing counts grouped by category?,List,Pie,Single Score,Calendar,, ,B,Pie charts are ideal for grouped count data.
PDF-M6-Q011,Module 6: Reports & Notifications,Which report type displays a single KPI value?,Bar,Pie,Single Score,Trend,, ,C,Single Score reports show a single metric value.
PDF-M6-Q012,Module 6: Reports & Notifications,By default who can see a newly created report?,All users,Admins only,The report creator only,All roles,, ,C,Reports are private to the creator by default.
PDF-M6-Q013,Module 6: Reports & Notifications,What option allows reports to be emailed automatically?,Export,Publish,Schedule,Clone,, ,C,Scheduling allows automatic email delivery.
PDF-M6-Q014,Module 6: Reports & Notifications,Which section of Report Designer defines the data source?,Style,Type,Configure,Data,, ,D,The Data tab defines the table or data source.
PDF-M6-Q015,Module 6: Reports & Notifications,What is a single email that summarizes activity called?,Email Summary,Email Digest,Newsletter,Survey,, ,B,Email Digest summarizes activity into one message.

PDF-M7-Q001,Module 7: Service Catalog,What record is created when a user orders an item from the Service Catalog?,Incident,Change Request,Request (REQ),Problem,, ,C,A Request (REQ) is created when a catalog item is ordered.
PDF-M7-Q002,Module 7: Service Catalog,What record represents an individual item within a Service Catalog order?,REQ,SCTASK,Requested Item (RITM),Approval,, ,C,Each catalog item ordered generates a Requested Item (RITM).
PDF-M7-Q003,Module 7: Service Catalog,What record is generated to fulfill a requested item?,Incident,Approval,Catalog Task (SCTASK),Change,, ,C,Catalog Tasks are created to fulfill requested items.
PDF-M7-Q004,Module 7: Service Catalog,What feature allows users to request multiple related items as a single request?,Catalog Item,Variable Set,Order Guide,Record Producer,, ,C,Order Guides bundle related catalog items into one request.
PDF-M7-Q005,Module 7: Service Catalog,Which type of catalog item creates task-based records such as incidents?,Catalog Item,Order Guide,Record Producer,Content Item,, ,C,Record Producers create task-based records.
PDF-M7-Q006,Module 7: Service Catalog,Which feature controls who can see a catalog item?,ACL Rules,User Criteria,UI Policies,Flows,, ,B,User Criteria control catalog item visibility.
PDF-M7-Q007,Module 7: Service Catalog,Which variable type allows users to select a single option from a list?,Checkbox,Multiple Choice,Reference,String,, ,B,Multiple Choice allows selecting one option.
PDF-M7-Q008,Module 7: Service Catalog,What is the purpose of Service Catalog variables?,Define workflows,Ask questions to users,Assign tasks,Create approvals,, ,B,Variables collect information from users.
PDF-M7-Q009,Module 7: Service Catalog,Which role can manage Service Catalog items without scripting?,catalog_editor,catalog_manager,catalog_admin,admin,, ,C,catalog_admin manages catalog configuration without scripting.
PDF-M7-Q010,Module 7: Service Catalog,What organizes catalog items into logical groups?,Variables,Order Guides,Categories,Flows,, ,C,Categories organize catalog items logically.
PDF-M7-Q011,Module 7: Service Catalog,Which tool automates fulfillment of catalog requests?,Business Rules,Client Scripts,Flows,UI Policies,, ,C,Flows automate Service Catalog fulfillment.
PDF-M7-Q012,Module 7: Service Catalog,What happens when multiple items are ordered together?,Only one RITM is created,Only one task is created,Multiple RITMs are created,Only approvals are created,, ,C,Each item ordered generates its own RITM.
PDF-M7-Q013,Module 7: Service Catalog,What feature allows reuse of variables across multiple catalog items?,Order Guides,Variable Sets,Record Producers,Categories,, ,B,Variable Sets allow variable reuse.
PDF-M7-Q014,Module 7: Service Catalog,Where do you navigate to create catalog items?,Self Service > Service Catalog,Service Catalog > Catalog Definitions > Maintain Items,System Definition > Tables,Service Portal,, ,B,Catalog items are created under Maintain Items.
PDF-M7-Q015,Module 7: Service Catalog,Which fulfillment stage indicates work is actively being performed?,Pending,Approved,Fulfillment,Completed,, ,C,Fulfillment indicates active work on the request.

PDF-M8-Q001,Module 8: Update Sets,What is an Update Set?,A security rule,A group of configuration changes,A workflow execution log,A reporting snapshot,, ,B,An Update Set groups configuration changes to move between instances.
PDF-M8-Q002,Module 8: Update Sets,Which table stores Update Set records?,sys_update_xml,sys_update_set,sys_metadata,sys_db_object,, ,B,Update Sets are stored in the sys_update_set table.
PDF-M8-Q003,Module 8: Update Sets,Which table stores the individual changes captured by an Update Set?,sys_update_set,sys_update_xml,sys_metadata,sys_dictionary,, ,B,Individual changes are stored in sys_update_xml.
PDF-M8-Q004,Module 8: Update Sets,What is the default state of a newly created Update Set?,Complete,In Progress,Preview,Committed,, ,B,New Update Sets start in the In Progress state.
PDF-M8-Q005,Module 8: Update Sets,What is the correct order for applying an Update Set?,Commit Preview Retrieve,Retrieve Preview Commit,Preview Retrieve Commit,Retrieve Commit Preview,, ,B,Update Sets must be retrieved then previewed then committed.
PDF-M8-Q006,Module 8: Update Sets,Which record type is NOT captured in Update Sets by default?,Business Rules,Client Scripts,Data records,Forms,, ,C,Data records are not captured by default.
PDF-M8-Q007,Module 8: Update Sets,What should be done before committing an Update Set?,Close it,Preview it,Export it,Delete it,, ,B,Preview identifies errors or conflicts before commit.
PDF-M8-Q008,Module 8: Update Sets,Which Update Set should generally NOT be used for migrations?,Baseline Update Set,Default Update Set,Retrieved Update Set,Local Update Set,, ,B,Default Update Set should not be used for migrations.
PDF-M8-Q009,Module 8: Update Sets,What format is used when exporting an Update Set?,CSV,JSON,XML,TXT,, ,C,Update Sets are exported in XML format.
PDF-M8-Q010,Module 8: Update Sets,Where do retrieved Update Sets appear?,Local Update Sets,Retrieved Update Sets,System Logs,Update Sources,, ,B,Imported Update Sets appear under Retrieved Update Sets.
PDF-M8-Q011,Module 8: Update Sets,What happens if the same object is modified in multiple Update Sets?,All versions are kept,The oldest change is applied,The most recent change wins,Changes are ignored,, ,C,The most recent update takes precedence.
PDF-M8-Q012,Module 8: Update Sets,Which state must an Update Set be in before it can be retrieved?,In Progress,Preview,Complete,Committed,, ,C,An Update Set must be Complete before retrieval.
PDF-M8-Q015,Module 8: Update Sets,Can Update Sets be merged?,No,Yes using Batch install,Yes by merging retrieved update sets,Only in production,, ,C,Retrieved Update Sets can be merged.
PDF-VA-Q001,Module 3: Configure Applications for Business,What is the primary purpose of Virtual Agent?,Provide real-time dashboards,Automate user conversations and support tasks,Manage user roles,Track system performance,, ,B,Virtual Agent provides conversational assistance to users.
PDF-VA-Q002,Module 3: Configure Applications for Business,Which interface does Virtual Agent primarily use?,Forms,List views,Messaging interface,Dashboards,, ,C,Virtual Agent operates through a conversational messaging interface.
PDF-VA-Q003,Module 3: Configure Applications for Business,Which ServiceNow feature allows Virtual Agent to answer FAQs?,Flow Designer,Knowledge Base,Assignment Rules,UI Policies,, ,B,Virtual Agent uses Knowledge Base articles to answer FAQs.
PDF-VA-Q004,Module 3: Configure Applications for Business,Which channel is supported by Virtual Agent?,Email only,Service Portal only,Web and messaging channels,Reports,, ,C,Virtual Agent supports web and messaging channels.
PDF-VA-Q005,Module 3: Configure Applications for Business,Which capability allows Virtual Agent to resolve incidents automatically?,Issue Auto Resolution,Incident Intercept Resolution,Problem Auto Fix,Ticket Resolver,, ,B,Incident Intercept Resolution helps resolve incidents automatically.
PDF-TM-Q001,Module 6: Reports & Notifications,What is a task in ServiceNow?,A workflow,A report,A record that can be assigned and completed,A dashboard,, ,C,A task is any record that can be assigned and worked.
PDF-TM-Q002,Module 6: Reports & Notifications,Which table stores SLA records attached to tasks?,sla,task_sla,sla_definition,task_time,, ,B,task_sla stores SLA records.
PDF-TM-Q003,Module 6: Reports & Notifications,What does SLA stand for?,System Level Agreement,Service Level Agreement,Service Lifecycle Automation,Support Level Assignment,, ,B,SLA stands for Service Level Agreement.
PDF-TM-Q004,Module 6: Reports & Notifications,Which feature ensures tasks are completed within defined timeframes?,Assignment Rules,Visual Task Boards,Service Level Agreements,Inactivity Monitor,, ,C,SLAs track and enforce task completion time.
PDF-TM-Q005,Module 6: Reports & Notifications,Which module shows tasks assigned to your group but not yet assigned to you?,My Work,My Groups Work,My Tasks,My Assignments,, ,B,My Groups Work shows group tasks awaiting assignment.
PDF-SCR-Q001,Module 3: Configure Applications for Business,Which scripting language is used in ServiceNow?,Python,Java,JavaScript,C#,, ,C,ServiceNow scripting uses JavaScript.
PDF-SCR-Q002,Module 3: Configure Applications for Business,Which script runs on the server side?,Client Script,UI Policy,Business Rule,UI Action,, ,C,Business Rules run on the server.
PDF-SCR-Q003,Module 3: Configure Applications for Business,Which client script runs when a field value changes?,onLoad,onSubmit,onChange,onCellEdit,, ,C,onChange runs when a field value changes.
PDF-SCR-Q004,Module 3: Configure Applications for Business,Which client script runs when a list cell value is edited?,onSubmit,onCellEdit,onChange,onLoad,, ,B,onCellEdit runs for list editor changes.
PDF-SCR-Q005,Module 3: Configure Applications for Business,Which scripting best practice is recommended by ServiceNow?,Always script instead of configure,Prefer configuration over scripting,Use scripts for every change,Avoid client scripts,, ,B,Configuration is preferred over scripting where possible.
PDF-REP-Q001,Module 6: Reports & Notifications,What is a key feature of Performance Analytics?,Real-time dashboards only,Historical trend analysis,Email notifications,List editing,, ,B,Performance Analytics tracks trends over time.
PDF-REP-Q002,Module 6: Reports & Notifications,Which Report Designer tab is used to define grouping and calculations?,Type,Style,Configure,Data,, ,C,Grouping and calculations are defined in Configure.
PDF-REP-Q003,Module 6: Reports & Notifications,Which report type shows trends over time?,Pie,Bar,Line,Single Score,, ,C,Line charts display trends over time.
PDF-REP-Q004,Module 6: Reports & Notifications,By default who can view a newly created report?,All users,Admins only,Report creator only,All roles,, ,C,Reports are private to the creator by default.
PDF-REP-Q005,Module 6: Reports & Notifications,What does an anti-signal indicate in Performance Analytics?,System failure,Normal performance,Process instability,Data corruption,, ,B,Anti-signals indicate stable performance.
PDF-INT-Q001,Module 3: Configure Applications for Business,What ServiceNow feature extends Flow Designer to call third-party systems?,Business Rules,IntegrationHub,Script Includes,REST Messages,, ,B,IntegrationHub enables third-party integrations.
PDF-INT-Q002,Module 3: Configure Applications for Business,Which authentication method is commonly used for integrations?,FTP,LDAP,SSO,Email,, ,B,LDAP is commonly used for integrations.
PDF-INT-Q003,Module 3: Configure Applications for Business,What component is required for on-premise integrations?,MID Server,Proxy Server,VPN Gateway,Load Balancer,, ,A,MID Server enables secure on-premise integrations.
PDF-INT-Q004,Module 3: Configure Applications for Business,Which IntegrationHub component groups related actions?,Flow,Connection,Spoke,Trigger,, ,C,Spokes group related integration actions.
PDF-INT-Q005,Module 3: Configure Applications for Business,Which integration approach allows data exchange via REST APIs?,SOAP UI,Email actions,REST Messages,Inbound Forms,, ,C,REST Messages enable REST-based integrations.
